instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,is_weekend,casual_sum,registered_sum,cnt_sum
8479,,1,0,12,22,0,6,0,1,0.24,0.2879,0.52,0.0,8,12,20,Weekend,620017,2672662,3292679
8480,,1,0,12,23,0,6,0,1,0.24,0.2576,0.56,0.0,1,16,17,Weekend,620017,2672662,3292679
8481,,1,0,12,0,0,0,0,1,0.24,0.2273,0.6,0.194,2,4,6,Non-Weekend,620017,2672662,3292679
8482,,1,0,12,1,0,0,0,1,0.22,0.2273,0.69,0.1343,2,2,4,Non-Weekend,620017,2672662,3292679
8483,,1,0,12,2,0,0,0,1,0.22,0.2576,0.75,0.0896,0,2,2,Non-Weekend,620017,2672662,3292679
8484,,1,0,12,3,0,0,0,1,0.22,0.2727,0.72,0.0,1,3,4,Non-Weekend,620017,2672662,3292679
8485,,1,0,12,5,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1,Non-Weekend,620017,2672662,3292679
8486,,1,0,12,6,0,0,0,1,0.2,0.2273,0.75,0.1045,0,1,1,Non-Weekend,620017,2672662,3292679
8487,,1,0,12,7,0,0,0,1,0.22,0.2424,0.8,0.1045,0,4,4,Non-Weekend,620017,2672662,3292679
8488,,1,0,12,8,0,0,0,1,0.2,0.2121,0.8,0.1642,1,4,5,Non-Weekend,620017,2672662,3292679
8489,,1,0,12,9,0,0,0,1,0.24,0.2424,0.87,0.1642,3,20,23,Non-Weekend,620017,2672662,3292679
8490,,1,0,12,10,0,0,0,1,0.26,0.2424,0.81,0.2537,31,12,43,Non-Weekend,620017,2672662,3292679
8491,,1,0,12,11,0,0,0,1,0.3,0.303,0.7,0.1642,43,42,85,Non-Weekend,620017,2672662,3292679
8492,,1,0,12,12,0,0,0,1,0.3,0.2727,0.75,0.2985,25,41,66,Non-Weekend,620017,2672662,3292679
8493,,1,0,12,13,0,0,0,1,0.32,0.303,0.7,0.2537,40,39,79,Non-Weekend,620017,2672662,3292679
8494,,1,0,12,14,0,0,0,1,0.34,0.3182,0.61,0.2537,41,45,86,Non-Weekend,620017,2672662,3292679
8495,,1,0,12,15,0,0,0,1,0.34,0.3333,0.61,0.194,43,48,91,Non-Weekend,620017,2672662,3292679
8496,,1,0,12,16,0,0,0,1,0.36,0.3636,0.57,0.1045,35,51,86,Non-Weekend,620017,2672662,3292679
8497,,1,0,12,17,0,0,0,1,0.34,0.3333,0.61,0.1343,11,33,44,Non-Weekend,620017,2672662,3292679
8498,,1,0,12,18,0,0,0,1,0.32,0.3182,0.7,0.194,7,23,30,Non-Weekend,620017,2672662,3292679
8499,,1,0,12,19,0,0,0,1,0.32,0.3333,0.57,0.1343,2,14,16,Non-Weekend,620017,2672662,3292679
8500,,1,0,12,20,0,0,0,1,0.32,0.3333,0.49,0.0896,8,18,26,Non-Weekend,620017,2672662,3292679
8501,,1,0,12,21,0,0,0,1,0.3,0.303,0.56,0.1343,4,15,19,Non-Weekend,620017,2672662,3292679
8502,,1,0,12,22,0,0,0,1,0.28,0.2727,0.61,0.1642,2,15,17,Non-Weekend,620017,2672662,3292679
8503,,1,0,12,23,0,0,0,1,0.26,0.2727,0.65,0.1343,2,14,16,Non-Weekend,620017,2672662,3292679
8504,,1,0,12,0,1,1,0,1,0.22,0.2273,0.75,0.1642,5,6,11,Non-Weekend,620017,2672662,3292679
8505,,1,0,12,1,1,1,0,1,0.28,0.2727,0.56,0.194,3,7,10,Non-Weekend,620017,2672662,3292679
8506,,1,0,12,2,1,1,0,1,0.34,0.3182,0.46,0.2239,2,5,7,Non-Weekend,620017,2672662,3292679
8507,,1,0,12,4,1,1,0,1,0.34,0.303,0.46,0.2985,0,2,2,Non-Weekend,620017,2672662,3292679
8508,,1,0,12,5,1,1,0,1,0.34,0.303,0.42,0.3881,0,4,4,Non-Weekend,620017,2672662,3292679
8509,,1,0,12,6,1,1,0,1,0.32,0.303,0.45,0.2836,0,4,4,Non-Weekend,620017,2672662,3292679
8510,,1,0,12,7,1,1,0,1,0.32,0.3182,0.45,0.194,2,17,19,Non-Weekend,620017,2672662,3292679
8511,,1,0,12,8,1,1,0,1,0.32,0.3333,0.45,0.1343,5,13,18,Non-Weekend,620017,2672662,3292679
8512,,1,0,12,9,1,1,0,1,0.34,0.303,0.46,0.2985,24,38,62,Non-Weekend,620017,2672662,3292679
8513,,1,0,12,10,1,1,0,1,0.34,0.2879,0.42,0.5224,31,39,70,Non-Weekend,620017,2672662,3292679
8514,,1,0,12,11,1,1,0,1,0.34,0.2879,0.46,0.5821,40,51,91,Non-Weekend,620017,2672662,3292679
8515,,1,0,12,12,1,1,0,1,0.36,0.3182,0.43,0.4627,34,66,100,Non-Weekend,620017,2672662,3292679
8516,,1,0,12,13,1,1,0,1,0.38,0.3939,0.4,0.2985,57,83,140,Non-Weekend,620017,2672662,3292679
8517,,1,0,12,14,1,1,0,1,0.38,0.3939,0.4,0.3284,73,80,153,Non-Weekend,620017,2672662,3292679
8518,,1,0,12,15,1,1,0,1,0.38,0.3939,0.4,0.2537,26,105,131,Non-Weekend,620017,2672662,3292679
8519,,1,0,12,16,1,1,0,1,0.36,0.3333,0.43,0.2836,28,69,97,Non-Weekend,620017,2672662,3292679
8520,,1,0,12,17,1,1,0,1,0.34,0.3182,0.46,0.2239,30,67,97,Non-Weekend,620017,2672662,3292679
8521,,1,0,12,18,1,1,0,1,0.32,0.3333,0.49,0.0896,21,54,75,Non-Weekend,620017,2672662,3292679
8522,,1,0,12,19,1,1,0,1,0.3,0.3182,0.65,0.0896,16,49,65,Non-Weekend,620017,2672662,3292679
8523,,1,0,12,20,1,1,0,1,0.3,0.3182,0.56,0.0896,14,42,56,Non-Weekend,620017,2672662,3292679
8524,,1,0,12,21,1,1,0,1,0.26,0.303,0.7,0.0,10,39,49,Non-Weekend,620017,2672662,3292679
8525,,1,0,12,22,1,1,0,1,0.26,0.303,0.7,0.0,5,22,27,Non-Weekend,620017,2672662,3292679
8526,,1,0,12,23,1,1,0,1,0.26,0.2727,0.7,0.1045,4,25,29,Non-Weekend,620017,2672662,3292679
8527,,1,0,12,0,0,2,1,1,0.26,0.2576,0.7,0.1642,3,9,12,Non-Weekend,620017,2672662,3292679
8528,,1,0,12,1,0,2,1,1,0.26,0.2727,0.7,0.1343,0,6,6,Non-Weekend,620017,2672662,3292679
8529,,1,0,12,2,0,2,1,1,0.26,0.2727,0.7,0.1343,2,2,4,Non-Weekend,620017,2672662,3292679
8530,,1,0,12,3,0,2,1,2,0.3,0.2879,0.61,0.2239,0,3,3,Non-Weekend,620017,2672662,3292679
8531,,1,0,12,4,0,2,1,2,0.3,0.2879,0.65,0.2239,0,3,3,Non-Weekend,620017,2672662,3292679
8532,,1,0,12,5,0,2,1,2,0.3,0.2727,0.64,0.2836,0,8,8,Non-Weekend,620017,2672662,3292679
8533,,1,0,12,6,0,2,1,2,0.3,0.2727,0.61,0.2985,0,35,35,Non-Weekend,620017,2672662,3292679
8534,,1,0,12,7,0,2,1,2,0.3,0.2879,0.65,0.2836,1,79,80,Non-Weekend,620017,2672662,3292679
8535,,1,0,12,8,0,2,1,2,0.3,0.303,0.65,0.1642,9,155,164,Non-Weekend,620017,2672662,3292679
8536,,1,0,12,9,0,2,1,3,0.32,0.3333,0.66,0.1045,19,85,104,Non-Weekend,620017,2672662,3292679
8537,,1,0,12,10,0,2,1,2,0.32,0.3333,0.66,0.0896,13,47,60,Non-Weekend,620017,2672662,3292679
8538,,1,0,12,11,0,2,1,3,0.32,0.3333,0.66,0.1045,6,24,30,Non-Weekend,620017,2672662,3292679
8539,,1,0,12,12,0,2,1,3,0.3,0.3182,0.81,0.0896,8,16,24,Non-Weekend,620017,2672662,3292679
8540,,1,0,12,13,0,2,1,3,0.3,0.303,0.87,0.1343,1,19,20,Non-Weekend,620017,2672662,3292679
8541,,1,0,12,14,0,2,1,3,0.42,0.4242,0.82,0.3881,0,14,14,Non-Weekend,620017,2672662,3292679
8542,,1,0,12,15,0,2,1,3,0.42,0.4242,0.82,0.3881,2,17,19,Non-Weekend,620017,2672662,3292679
8543,,1,0,12,16,0,2,1,3,0.44,0.4394,0.88,0.3284,2,44,46,Non-Weekend,620017,2672662,3292679
8544,,1,0,12,17,0,2,1,3,0.4,0.4091,0.87,0.1343,6,109,115,Non-Weekend,620017,2672662,3292679
8545,,1,0,12,18,0,2,1,1,0.38,0.3939,0.87,0.2836,9,126,135,Non-Weekend,620017,2672662,3292679
8546,,1,0,12,19,0,2,1,1,0.34,0.3333,0.87,0.1642,3,87,90,Non-Weekend,620017,2672662,3292679
8547,,1,0,12,20,0,2,1,1,0.32,0.3333,0.93,0.0896,3,66,69,Non-Weekend,620017,2672662,3292679
8548,,1,0,12,21,0,2,1,1,0.32,0.3333,0.87,0.0896,11,52,63,Non-Weekend,620017,2672662,3292679
8549,,1,0,12,22,0,2,1,1,0.32,0.3333,0.87,0.0896,3,29,32,Non-Weekend,620017,2672662,3292679
8550,,1,0,12,23,0,2,1,1,0.3,0.303,0.93,0.1343,2,24,26,Non-Weekend,620017,2672662,3292679
8551,,1,0,12,0,0,3,1,1,0.32,0.3182,0.87,0.1642,0,10,10,Non-Weekend,620017,2672662,3292679
8552,,1,0,12,1,0,3,1,1,0.32,0.3182,0.76,0.1642,0,12,12,Non-Weekend,620017,2672662,3292679
8553,,1,0,12,2,0,3,1,1,0.32,0.303,0.61,0.2537,0,7,7,Non-Weekend,620017,2672662,3292679
8554,,1,0,12,3,0,3,1,1,0.32,0.303,0.61,0.2537,0,4,4,Non-Weekend,620017,2672662,3292679
8555,,1,0,12,5,0,3,1,1,0.32,0.2879,0.57,0.3582,0,9,9,Non-Weekend,620017,2672662,3292679
8556,,1,0,12,6,0,3,1,1,0.32,0.303,0.57,0.2537,1,42,43,Non-Weekend,620017,2672662,3292679
8557,,1,0,12,7,0,3,1,1,0.32,0.303,0.57,0.2537,4,106,110,Non-Weekend,620017,2672662,3292679
8558,,1,0,12,8,0,3,1,1,0.32,0.2879,0.57,0.3582,11,206,217,Non-Weekend,620017,2672662,3292679
8559,,1,0,12,9,0,3,1,1,0.32,0.303,0.57,0.3284,18,171,189,Non-Weekend,620017,2672662,3292679
8560,,1,0,12,10,0,3,1,1,0.34,0.3182,0.57,0.2239,12,84,96,Non-Weekend,620017,2672662,3292679
8561,,1,0,12,11,0,3,1,1,0.36,0.3333,0.46,0.3582,18,93,111,Non-Weekend,620017,2672662,3292679
8562,,1,0,12,12,0,3,1,1,0.34,0.2879,0.46,0.5522,32,108,140,Non-Weekend,620017,2672662,3292679
8563,,1,0,12,13,0,3,1,1,0.34,0.2879,0.39,0.4627,24,135,159,Non-Weekend,620017,2672662,3292679
8564,,1,0,12,14,0,3,1,1,0.32,0.2879,0.39,0.3881,24,96,120,Non-Weekend,620017,2672662,3292679
8565,,1,0,12,15,0,3,1,1,0.32,0.2879,0.36,0.4179,16,101,117,Non-Weekend,620017,2672662,3292679
8566,,1,0,12,16,0,3,1,1,0.3,0.2727,0.36,0.4179,23,144,167,Non-Weekend,620017,2672662,3292679
8567,,1,0,12,17,0,3,1,1,0.28,0.2727,0.38,0.2537,25,225,250,Non-Weekend,620017,2672662,3292679
8568,,1,0,12,18,0,3,1,1,0.26,0.2273,0.38,0.3284,10,159,169,Non-Weekend,620017,2672662,3292679
8569,,1,0,12,19,0,3,1,1,0.24,0.2273,0.41,0.2537,16,135,151,Non-Weekend,620017,2672662,3292679
8570,,1,0,12,20,0,3,1,1,0.24,0.2273,0.41,0.2239,9,70,79,Non-Weekend,620017,2672662,3292679
8571,,1,0,12,21,0,3,1,1,0.22,0.2273,0.44,0.1343,7,63,70,Non-Weekend,620017,2672662,3292679
8572,,1,0,12,22,0,3,1,1,0.22,0.2424,0.44,0.1045,2,31,33,Non-Weekend,620017,2672662,3292679
8573,,1,0,12,23,0,3,1,1,0.22,0.2121,0.44,0.2537,3,36,39,Non-Weekend,620017,2672662,3292679
8574,,1,0,12,0,0,4,1,2,0.22,0.2273,0.47,0.194,4,24,28,Non-Weekend,620017,2672662,3292679
8575,,1,0,12,1,0,4,1,1,0.22,0.2121,0.47,0.2239,0,15,15,Non-Weekend,620017,2672662,3292679
8576,,1,0,12,2,0,4,1,1,0.2,0.2273,0.51,0.1045,0,3,3,Non-Weekend,620017,2672662,3292679
8577,,1,0,12,3,0,4,1,1,0.2,0.197,0.55,0.194,0,2,2,Non-Weekend,620017,2672662,3292679
8578,,1,0,12,4,0,4,1,1,0.2,0.2121,0.55,0.1642,1,2,3,Non-Weekend,620017,2672662,3292679
8579,,1,0,12,5,0,4,1,1,0.2,0.2273,0.55,0.1045,0,10,10,Non-Weekend,620017,2672662,3292679
8580,,1,0,12,6,0,4,1,1,0.2,0.2576,0.59,0.0,2,39,41,Non-Weekend,620017,2672662,3292679
8581,,1,0,12,7,0,4,1,1,0.18,0.2121,0.64,0.0896,2,104,106,Non-Weekend,620017,2672662,3292679
8582,,1,0,12,8,0,4,1,2,0.2,0.2576,0.64,0.0,3,207,210,Non-Weekend,620017,2672662,3292679
8583,,1,0,12,9,0,4,1,2,0.2,0.2121,0.64,0.1343,15,155,170,Non-Weekend,620017,2672662,3292679
8584,,1,0,12,10,0,4,1,2,0.22,0.2273,0.64,0.1642,13,97,110,Non-Weekend,620017,2672662,3292679
8585,,1,0,12,11,0,4,1,2,0.24,0.2576,0.6,0.0896,23,99,122,Non-Weekend,620017,2672662,3292679
8586,,1,0,12,12,0,4,1,2,0.26,0.2727,0.56,0.1045,12,118,130,Non-Weekend,620017,2672662,3292679
8587,,1,0,12,13,0,4,1,2,0.28,0.2879,0.52,0.1045,36,95,131,Non-Weekend,620017,2672662,3292679
8588,,1,0,12,14,0,4,1,2,0.3,0.3333,0.52,0.0,30,112,142,Non-Weekend,620017,2672662,3292679
8589,,1,0,12,15,0,4,1,2,0.3,0.3182,0.52,0.0896,27,150,177,Non-Weekend,620017,2672662,3292679
8590,,1,0,12,16,0,4,1,1,0.3,0.303,0.52,0.1642,22,155,177,Non-Weekend,620017,2672662,3292679
8591,,1,0,12,17,0,4,1,1,0.3,0.303,0.61,0.1642,14,226,240,Non-Weekend,620017,2672662,3292679
8592,,1,0,12,18,0,4,1,1,0.3,0.303,0.56,0.1343,15,192,207,Non-Weekend,620017,2672662,3292679
8593,,1,0,12,19,0,4,1,1,0.3,0.3182,0.56,0.1045,11,124,135,Non-Weekend,620017,2672662,3292679
8594,,1,0,12,20,0,4,1,1,0.28,0.2879,0.65,0.1045,8,88,96,Non-Weekend,620017,2672662,3292679
8595,,1,0,12,21,0,4,1,2,0.28,0.2879,0.61,0.1343,8,60,68,Non-Weekend,620017,2672662,3292679
8596,,1,0,12,22,0,4,1,1,0.28,0.2879,0.65,0.1343,7,48,55,Non-Weekend,620017,2672662,3292679
8597,,1,0,12,23,0,4,1,1,0.3,0.303,0.65,0.1642,1,44,45,Non-Weekend,620017,2672662,3292679
8598,,1,0,12,0,0,5,1,1,0.28,0.2879,0.7,0.1343,4,26,30,Weekend,620017,2672662,3292679
8599,,1,0,12,1,0,5,1,1,0.26,0.2879,0.65,0.0896,9,11,20,Weekend,620017,2672662,3292679
8600,,1,0,12,2,0,5,1,1,0.24,0.2576,0.7,0.1045,2,10,12,Weekend,620017,2672662,3292679
8601,,1,0,12,3,0,5,1,1,0.24,0.2576,0.7,0.1045,0,6,6,Weekend,620017,2672662,3292679
8602,,1,0,12,4,0,5,1,1,0.24,0.2576,0.7,0.0896,0,2,2,Weekend,620017,2672662,3292679
8603,,1,0,12,5,0,5,1,1,0.22,0.2576,0.75,0.0896,0,10,10,Weekend,620017,2672662,3292679
8604,,1,0,12,6,0,5,1,1,0.24,0.2576,0.7,0.0896,1,31,32,Weekend,620017,2672662,3292679
8605,,1,0,12,7,0,5,1,1,0.24,0.2576,0.75,0.0896,3,92,95,Weekend,620017,2672662,3292679
8606,,1,0,12,8,0,5,1,2,0.24,0.2576,0.75,0.0896,12,193,205,Weekend,620017,2672662,3292679
8607,,1,0,12,9,0,5,1,1,0.26,0.303,0.75,0.0,19,175,194,Weekend,620017,2672662,3292679
8608,,1,0,12,10,0,5,1,1,0.3,0.2879,0.65,0.2537,10,108,118,Weekend,620017,2672662,3292679
8609,,1,0,12,11,0,5,1,1,0.32,0.3182,0.66,0.194,45,126,171,Weekend,620017,2672662,3292679
8610,,1,0,12,12,0,5,1,1,0.32,0.3333,0.57,0.1343,38,159,197,Weekend,620017,2672662,3292679
8611,,1,0,12,13,0,5,1,2,0.36,0.3485,0.53,0.1343,53,154,207,Weekend,620017,2672662,3292679
8612,,1,0,12,14,0,5,1,2,0.4,0.4091,0.47,0.0896,67,178,245,Weekend,620017,2672662,3292679
8613,,1,0,12,15,0,5,1,1,0.42,0.4242,0.44,0.0,56,236,292,Weekend,620017,2672662,3292679
8614,,1,0,12,16,0,5,1,1,0.42,0.4242,0.47,0.194,36,247,283,Weekend,620017,2672662,3292679
8615,,1,0,12,17,0,5,1,1,0.38,0.3939,0.54,0.1642,54,188,242,Weekend,620017,2672662,3292679
8616,,1,0,12,18,0,5,1,1,0.36,0.3485,0.62,0.1343,19,163,182,Weekend,620017,2672662,3292679
8617,,1,0,12,19,0,5,1,2,0.34,0.303,0.49,0.4179,16,96,112,Weekend,620017,2672662,3292679
8618,,1,0,12,20,0,5,1,2,0.34,0.3485,0.66,0.1045,16,75,91,Weekend,620017,2672662,3292679
8619,,1,0,12,21,0,5,1,2,0.36,0.3636,0.66,0.1045,11,84,95,Weekend,620017,2672662,3292679
8620,,1,0,12,22,0,5,1,2,0.34,0.3333,0.71,0.1642,7,78,85,Weekend,620017,2672662,3292679
8621,,1,0,12,23,0,5,1,2,0.36,0.3333,0.66,0.2537,13,60,73,Weekend,620017,2672662,3292679
8622,,1,0,12,0,0,6,0,2,0.38,0.3939,0.62,0.3284,7,37,44,Weekend,620017,2672662,3292679
8623,,1,0,12,1,0,6,0,2,0.4,0.4091,0.62,0.2836,4,31,35,Weekend,620017,2672662,3292679
8624,,1,0,12,2,0,6,0,2,0.4,0.4091,0.62,0.2836,1,27,28,Weekend,620017,2672662,3292679
8625,,1,0,12,3,0,6,0,2,0.4,0.4091,0.62,0.2836,1,17,18,Weekend,620017,2672662,3292679
8626,,1,0,12,4,0,6,0,1,0.38,0.3939,0.71,0.2239,1,9,10,Weekend,620017,2672662,3292679
8627,,1,0,12,5,0,6,0,2,0.36,0.3485,0.76,0.2239,1,0,1,Weekend,620017,2672662,3292679
8628,,1,0,12,6,0,6,0,2,0.4,0.4091,0.71,0.0896,1,5,6,Weekend,620017,2672662,3292679
8629,,1,0,12,7,0,6,0,3,0.38,0.3939,0.76,0.0,6,13,19,Weekend,620017,2672662,3292679
8630,,1,0,12,8,0,6,0,1,0.34,0.3333,0.81,0.1343,7,42,49,Weekend,620017,2672662,3292679
8631,,1,0,12,9,0,6,0,1,0.38,0.3939,0.76,0.0,18,72,90,Weekend,620017,2672662,3292679
8632,,1,0,12,10,0,6,0,1,0.4,0.4091,0.76,0.1642,20,108,128,Weekend,620017,2672662,3292679
8633,,1,0,12,11,0,6,0,1,0.42,0.4242,0.71,0.1642,65,152,217,Weekend,620017,2672662,3292679
8634,,1,0,12,12,0,6,0,1,0.52,0.5,0.39,0.2985,93,180,273,Weekend,620017,2672662,3292679
8635,,1,0,12,13,0,6,0,1,0.5,0.4848,0.42,0.4925,108,205,313,Weekend,620017,2672662,3292679
8636,,1,0,12,14,0,6,0,1,0.46,0.4545,0.51,0.3284,115,185,300,Weekend,620017,2672662,3292679
8637,,1,0,12,15,0,6,0,1,0.46,0.4545,0.47,0.4925,89,164,253,Weekend,620017,2672662,3292679
8638,,1,0,12,16,0,6,0,1,0.44,0.4394,0.51,0.3881,52,143,195,Weekend,620017,2672662,3292679
8639,,1,0,12,17,0,6,0,1,0.42,0.4242,0.54,0.194,28,101,129,Weekend,620017,2672662,3292679
8640,,1,0,12,18,0,6,0,1,0.42,0.4242,0.54,0.1343,13,80,93,Weekend,620017,2672662,3292679
8641,,1,0,12,19,0,6,0,1,0.42,0.4242,0.54,0.2239,19,73,92,Weekend,620017,2672662,3292679
8642,,1,0,12,20,0,6,0,1,0.42,0.4242,0.54,0.2239,8,63,71,Weekend,620017,2672662,3292679
8643,,1,0,12,21,0,6,0,1,0.4,0.4091,0.58,0.194,2,50,52,Weekend,620017,2672662,3292679
8644,,1,0,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343,2,36,38,Weekend,620017,2672662,3292679
8645,,1,0,12,23,0,6,0,1,0.36,0.3788,0.66,0.0,4,27,31,Weekend,620017,2672662,3292679
8646,,1,1,1,0,0,0,0,1,0.36,0.3788,0.66,0.0,5,43,48,Non-Weekend,620017,2672662,3292679
8647,,1,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,15,78,93,Non-Weekend,620017,2672662,3292679
8648,,1,1,1,2,0,0,0,1,0.32,0.3485,0.76,0.0,16,59,75,Non-Weekend,620017,2672662,3292679
8649,,1,1,1,3,0,0,0,1,0.3,0.3333,0.81,0.0,11,41,52,Non-Weekend,620017,2672662,3292679
8650,,1,1,1,4,0,0,0,1,0.28,0.303,0.81,0.0896,0,8,8,Non-Weekend,620017,2672662,3292679
8651,,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,0,5,5,Non-Weekend,620017,2672662,3292679
8652,,1,1,1,6,0,0,0,1,0.26,0.2727,0.93,0.1343,1,1,2,Non-Weekend,620017,2672662,3292679
8653,,1,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,1,6,7,Non-Weekend,620017,2672662,3292679
8654,,1,1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,4,10,14,Non-Weekend,620017,2672662,3292679
8655,,1,1,1,9,0,0,0,1,0.26,0.2727,0.93,0.1045,13,27,40,Non-Weekend,620017,2672662,3292679
8656,,1,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,18,52,70,Non-Weekend,620017,2672662,3292679
8657,,1,1,1,11,0,0,0,1,0.34,0.3333,0.76,0.1343,40,98,138,Non-Weekend,620017,2672662,3292679
8658,,1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201,Non-Weekend,620017,2672662,3292679
8659,,1,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141,223,Non-Weekend,620017,2672662,3292679
8660,,1,1,1,14,0,0,0,1,0.44,0.4394,0.54,0.2985,120,147,267,Non-Weekend,620017,2672662,3292679
8661,,1,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,101,164,265,Non-Weekend,620017,2672662,3292679
8662,,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215,Non-Weekend,620017,2672662,3292679
8663,,1,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642,36,75,111,Non-Weekend,620017,2672662,3292679
8664,,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,25,81,106,Non-Weekend,620017,2672662,3292679
8665,,1,1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,20,85,105,Non-Weekend,620017,2672662,3292679
8666,,1,1,1,20,0,0,0,2,0.44,0.4394,0.62,0.2985,25,58,83,Non-Weekend,620017,2672662,3292679
8667,,1,1,1,21,0,0,0,2,0.44,0.4394,0.67,0.2537,10,61,71,Non-Weekend,620017,2672662,3292679
8668,,1,1,1,22,0,0,0,1,0.46,0.4545,0.55,0.4179,13,53,66,Non-Weekend,620017,2672662,3292679
8669,,1,1,1,23,0,0,0,1,0.44,0.4394,0.51,0.2985,4,25,29,Non-Weekend,620017,2672662,3292679
8670,,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39,Non-Weekend,620017,2672662,3292679
8671,,1,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,1,11,12,Non-Weekend,620017,2672662,3292679
8672,,1,1,1,2,1,1,0,1,0.36,0.3182,0.34,0.4478,1,6,7,Non-Weekend,620017,2672662,3292679
8673,,1,1,1,4,1,1,0,1,0.28,0.2576,0.45,0.3284,0,4,4,Non-Weekend,620017,2672662,3292679
8674,,1,1,1,5,1,1,0,1,0.28,0.2576,0.45,0.3284,1,3,4,Non-Weekend,620017,2672662,3292679
8675,,1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,0,14,14,Non-Weekend,620017,2672662,3292679
8676,,1,1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881,0,16,16,Non-Weekend,620017,2672662,3292679
8677,,1,1,1,8,1,1,0,1,0.24,0.2273,0.35,0.2537,2,51,53,Non-Weekend,620017,2672662,3292679
8678,,1,1,1,9,1,1,0,1,0.24,0.2576,0.35,0.0,15,53,68,Non-Weekend,620017,2672662,3292679
8679,,1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,20,89,109,Non-Weekend,620017,2672662,3292679
8680,,1,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175,Non-Weekend,620017,2672662,3292679
8681,,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202,Non-Weekend,620017,2672662,3292679
8682,,1,1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,26,150,176,Non-Weekend,620017,2672662,3292679
8683,,1,1,1,14,1,1,0,1,0.3,0.2727,0.36,0.4179,10,141,151,Non-Weekend,620017,2672662,3292679
8684,,1,1,1,15,1,1,0,1,0.28,0.2424,0.38,0.4478,29,139,168,Non-Weekend,620017,2672662,3292679
8685,,1,1,1,16,1,1,0,1,0.26,0.2273,0.35,0.4179,10,144,154,Non-Weekend,620017,2672662,3292679
8686,,1,1,1,17,1,1,0,1,0.26,0.2273,0.35,0.3881,17,136,153,Non-Weekend,620017,2672662,3292679
8687,,1,1,1,18,1,1,0,1,0.26,0.2424,0.33,0.2537,13,113,126,Non-Weekend,620017,2672662,3292679
8688,,1,1,1,19,1,1,0,1,0.24,0.2273,0.38,0.2239,4,89,93,Non-Weekend,620017,2672662,3292679
8689,,1,1,1,20,1,1,0,1,0.24,0.2273,0.41,0.2239,5,83,88,Non-Weekend,620017,2672662,3292679
8690,,1,1,1,21,1,1,0,2,0.24,0.2121,0.41,0.3284,3,63,66,Non-Weekend,620017,2672662,3292679
8691,,1,1,1,22,1,1,0,2,0.22,0.2121,0.44,0.2836,3,36,39,Non-Weekend,620017,2672662,3292679
8692,,1,1,1,23,1,1,0,1,0.22,0.2121,0.44,0.2537,2,32,34,Non-Weekend,620017,2672662,3292679
8693,,1,1,1,0,0,2,1,1,0.2,0.197,0.51,0.2537,0,13,13,Non-Weekend,620017,2672662,3292679
8694,,1,1,1,1,0,2,1,1,0.18,0.1818,0.55,0.2239,1,5,6,Non-Weekend,620017,2672662,3292679
8695,,1,1,1,2,0,2,1,1,0.18,0.1667,0.51,0.2537,0,3,3,Non-Weekend,620017,2672662,3292679
8696,,1,1,1,3,0,2,1,1,0.16,0.1364,0.55,0.2836,0,2,2,Non-Weekend,620017,2672662,3292679
8697,,1,1,1,4,0,2,1,1,0.16,0.1515,0.55,0.2537,0,5,5,Non-Weekend,620017,2672662,3292679
8698,,1,1,1,5,0,2,1,1,0.14,0.1364,0.54,0.194,0,12,12,Non-Weekend,620017,2672662,3292679
8699,,1,1,1,6,0,2,1,1,0.14,0.1212,0.59,0.2836,4,81,85,Non-Weekend,620017,2672662,3292679
8700,,1,1,1,7,0,2,1,1,0.14,0.1212,0.59,0.2537,2,168,170,Non-Weekend,620017,2672662,3292679
8701,,1,1,1,8,0,2,1,1,0.16,0.1364,0.55,0.2836,5,349,354,Non-Weekend,620017,2672662,3292679
8702,,1,1,1,9,0,2,1,1,0.16,0.1364,0.5,0.2836,8,145,153,Non-Weekend,620017,2672662,3292679
